DATE,USER_ID,SALES
6/2/23,202,6.88
6/2/23,129,7.83
6/2/23,252,6.99
6/2/23,131,5.84
6/2/23,326,3.5
6/2/23,169,5.99
6/2/23,170,5.19
6/2/23,332,7.99
6/2/23,172,3.5
6/2/23,173,7.63
6/2/23,175,5.49
6/2/23,176,8.89
6/2/23,203,5.85
6/2/23,396,5.64
6/2/23,400,13.98
6/2/23,402,5.99
6/2/23,207,5.79
6/2/23,406,7.63
6/2/23,239,7.39
6/2/23,240,3.5
6/2/23,265,5.99
6/2/23,579,21.39
6/2/23,585,7.63
6/2/23,587,7.29
6/2/23,645,6.99
6/2/23,333,5.79
6/2/23,364,17.29
6/2/23,366,6.24
6/2/23,368,19.99
6/2/23,769,4.97
6/2/23,397,3.5
6/2/23,839,5.09
6/2/23,493,16.94
6/2/23,494,6.99
6/2/23,225,4.99
6/2/23,496,6.99
6/2/23,498,13.08
6/2/23,529,4.22
6/2/23,1025,7.63
6/2/23,530,5.99
6/2/23,1080,3.5
6/2/23,1084,5.89
6/2/23,561,6.89
6/2/23,598,5.64
6/2/23,1156,4.99
6/2/23,599,7
6/2/23,629,5.22
6/2/23,1213,55.47
6/2/23,1214,6.99
6/2/23,637,5.79
6/2/23,1278,4.47
6/2/23,665,7.63
6/2/23,666,27.66
6/2/23,1284,6.88
6/2/23,669,5.99
6/2/23,707,5.04
6/2/23,708,6.65
6/2/23,1362,5.75
6/2/23,749,4.24
6/2/23,1486,6.09
6/2/23,1549,16.09
6/2/23,812,6.39
6/2/23,458,6.69
6/2/23,817,6.99
6/2/23,1558,4.47
6/2/23,1617,5.85
6/2/23,853,7.49
6/2/23,882,7.63
6/2/23,1683,7.63
6/2/23,1685,3.5
6/2/23,1687,6.99
6/2/23,887,4.99
6/2/23,916,17.79
6/2/23,917,5.24
6/2/23,1746,5.22
6/2/23,943,5.04
6/2/23,1791,7.29
6/2/23,967,7.63
6/2/23,970,3.5
6/2/23,1023,7.99
6/2/23,1929,6.59
6/2/23,1025,7.63
6/2/23,1931,6.39
6/2/23,872,17.29
6/2/23,1989,4.22
6/2/23,1993,6.69
6/2/23,1999,5.29
6/2/23,1089,5.55
6/2/23,1091,17.29
6/2/23,1121,5.64
6/2/23,209,7.63
6/2/23,1189,19.99
6/2/23,2238,8.99
6/2/23,1193,4.97
6/2/23,2245,17.69
6/2/23,2312,7.63
6/2/23,1262,7.19
6/2/23,1263,4.89
6/2/23,2416,7.49
6/2/23,2427,4.69
6/2/23,2481,5.24
6/2/23,1358,7.53
6/2/23,2549,11.28
6/2/23,1905,5.59
6/2/23,1393,4.22
6/2/23,492,7.63
6/2/23,1423,4.22
6/2/23,1424,8.09
6/2/23,2655,6.99
6/2/23,2714,6.89
6/2/23,1461,3.5
6/2/23,2761,5.99
6/2/23,2763,6.99
6/2/23,1491,3.5
6/2/23,1492,3.5
6/2/23,2780,5.99
6/2/23,1517,7.63
6/2/23,1518,7.29
6/2/23,1520,6.99
6/2/23,135,5.79
6/2/23,1557,6.99
6/2/23,1592,6.88
6/2/23,1623,3.5
6/2/23,1625,4.99
6/2/23,1630,7.24
6/2/23,42,5.99
6/2/23,3066,5.59
6/2/23,1664,7.63
6/2/23,1665,4.74
6/2/23,3119,6.09
6/2/23,1728,6.88
6/2/23,3178,6.99
6/2/23,3180,4.89
6/2/23,3183,4.22
6/2/23,1732,8.24
6/2/23,3236,5.09
6/2/23,1789,6.99
6/2/23,1790,6.59
6/2/23,3286,5.79
6/2/23,1791,5.24
6/2/23,3288,7.37
6/2/23,1793,6.24
6/2/23,3291,6.99
6/2/23,3298,3.5
6/2/23,1827,8.99
6/2/23,1828,3.5
6/2/23,3349,6.99
6/2/23,1829,6.39
6/2/23,3353,4.74
6/2/23,1832,5.29
6/2/23,1834,6.49
6/2/23,3407,3.5
6/2/23,1862,7.63
6/2/23,3467,13.63
6/2/23,1927,5.09
6/2/23,2075,27.56
6/2/23,3577,5.79
6/2/23,3624,7.63
6/2/23,1984,9.68
6/2/23,3627,16.28
6/2/23,3673,7.99
6/2/23,3675,7.69
6/2/23,2012,14.48
6/2/23,354,5.49
6/2/23,3746,16.09
6/2/23,3748,13.08
6/2/23,2056,3.5
6/2/23,2057,3.5
6/2/23,3806,7.63
6/2/23,3810,3.5
6/2/23,3814,4.99
6/3/23,5,6.99
6/3/23,41,6.99
6/3/23,43,6.99
6/3/23,44,6.99
6/3/23,145,5.24
6/3/23,147,4.97
6/3/23,149,4.99
6/3/23,151,6.39
6/3/23,77,5.22
6/3/23,196,7.19
6/3/23,102,3.5
6/3/23,200,7.29
6/3/23,103,6.99
6/3/23,106,3.5
6/3/23,256,5.64
6/3/23,167,7.29
6/3/23,328,6.74
6/3/23,330,6.19
6/3/23,334,4.22
6/3/23,204,5.99
6/3/23,205,4.59
6/3/23,209,6.99
6/3/23,238,6.59
6/3/23,467,18.39
6/3/23,469,4.24
6/3/23,241,6.99
6/3/23,264,5.49
6/3/23,269,4.99
6/3/23,581,6.24
6/3/23,300,6.88
6/3/23,589,8.99
6/3/23,647,6.99
6/3/23,649,5.99
6/3/23,336,6.99
6/3/23,655,4.99
6/3/23,708,6.39
6/3/23,710,7.63
6/3/23,369,7.49
6/3/23,396,3.5
6/3/23,398,7.63
6/3/23,429,7.53
6/3/23,462,6.69
6/3/23,899,7.63
6/3/23,465,4.74
6/3/23,907,3.5
6/3/23,959,12.48
6/3/23,497,14.48
6/3/23,528,6.99
6/3/23,531,3.5
6/3/23,1031,8.19
6/3/23,1033,4.99
6/3/23,534,6.49
6/3/23,556,6.99
6/3/23,557,7.63
6/3/23,1082,3.5
6/3/23,559,6.24
6/3/23,560,3.5
6/3/23,1088,4.74
6/3/23,1093,4.97
6/3/23,1101,6.88
6/3/23,601,6.88
6/3/23,1160,3.86
6/3/23,631,5.49
6/3/23,1216,6.99
6/3/23,632,5.99
6/3/23,1222,3.5
6/3/23,1224,12.48
6/3/23,1280,5.99
6/3/23,1282,5.89
6/3/23,1286,5.89
6/3/23,670,6.88
6/3/23,1292,3.5
6/3/23,1294,6.88
6/3/23,1358,3.5
6/3/23,1366,8.48
6/3/23,1370,5.24
6/3/23,739,4.99
6/3/23,741,5.34
6/3/23,743,7.69
6/3/23,744,4.89
6/3/23,1428,5.74
6/3/23,1484,6.64
6/3/23,777,7.75
6/3/23,779,6.24
6/3/23,814,5.79
6/3/23,1554,9.18
6/3/23,1556,6.99
6/3/23,816,6.49
6/3/23,820,4.19
6/3/23,847,7.63
6/3/23,1613,8.48
6/3/23,857,18.39
6/3/23,1681,4.22
6/3/23,885,10.08
6/3/23,886,7.63
6/3/23,1689,7.24
6/3/23,1692,4.99
6/3/23,890,5.55
6/3/23,1742,5.49
6/3/23,918,6.09
6/3/23,919,7.99
6/3/23,923,7.49
6/3/23,1756,5.34
6/3/23,944,4.99
6/3/23,949,16.09
6/3/23,1830,6.99
6/3/23,968,7.63
6/3/23,1879,8.48
6/3/23,1881,5.22
6/3/23,999,4.97
6/3/23,1026,3.5
6/3/23,1028,4.24
6/3/23,1937,8.28
6/3/23,1983,6.99
6/3/23,1054,6.99
6/3/23,1055,18.79
6/3/23,1987,6.88
6/3/23,1057,3.5
6/3/23,2051,7.63
6/3/23,2113,3.5
6/3/23,1154,8.28
6/3/23,1155,5.79
6/3/23,2176,7.49
6/3/23,2180,7.59
6/3/23,2139,5.34
6/3/23,1195,3.5
6/3/23,2249,5.99
6/3/23,1196,6.89
6/3/23,1235,6.99
6/3/23,1237,6.99
6/3/23,523,62.46
6/3/23,1265,7.74
6/3/23,2374,3.5
6/3/23,999,13.76
6/3/23,1290,9.78
6/3/23,2422,8.09
6/3/23,1295,7.63
6/3/23,1325,12.48
6/3/23,1327,6.14
6/3/23,1331,8.28
6/3/23,2544,6.99
6/3/23,1359,5.49
6/3/23,1545,6.88
6/3/23,2552,3.5
6/3/23,1365,9.78
6/3/23,2604,5.99
6/3/23,2606,8.09
6/3/23,1422,7.63
6/3/23,2653,6.09
6/3/23,1427,3.5
6/3/23,2658,5.89
6/3/23,1428,12.48
6/3/23,1435,5.99
6/3/23,2703,5.99
6/3/23,2705,13.76
6/3/23,2709,5.99
6/3/23,2711,6.24
6/3/23,1489,6.99
6/3/23,2771,6.89
6/3/23,1497,8.28
6/3/23,2818,5.79
6/3/23,2821,6.88
6/3/23,1522,8.69
6/3/23,1523,4.99
6/3/23,1555,3.5
6/3/23,1590,7.99
6/3/23,1593,4.22
6/3/23,1624,18.79
6/3/23,2628,6.99
6/3/23,1627,5.24
6/3/23,3009,19.64
6/3/23,3068,4.49
6/3/23,1666,16.28
6/3/23,3121,5.49
6/3/23,3125,6.99
6/3/23,1731,4.74
6/3/23,3185,12.48
6/3/23,1760,7.63
6/3/23,3234,6.99
6/3/23,1762,5.49
6/3/23,1766,13.08
6/3/23,3244,5.22
6/3/23,3293,5.99
6/3/23,1796,6.96
6/3/23,3345,4.61
6/3/23,1830,6.99
6/3/23,1833,6.69
6/3/23,3363,5.49
6/3/23,1861,6.09
6/3/23,1863,7.63
6/3/23,3418,5.49
6/3/23,1924,4.89
6/3/23,3526,5.89
6/3/23,1926,6.09
6/3/23,3574,5.39
6/3/23,1956,18.39
6/3/23,1980,6.99
6/3/23,3620,4.99
6/3/23,1982,7
6/3/23,1983,4.22
6/3/23,2010,6.24
6/3/23,2011,9.48
6/3/23,2016,5.09
6/3/23,2048,5.24
6/3/23,2049,7.99
6/3/23,2050,5.04
6/3/23,2053,5.04
6/3/23,2087,6.88
6/3/23,3812,7.63
6/3/23,3816,7.29
6/3/23,2094,6.99
6/3/23,3820,5.09
6/3/23,3822,4.69
6/4/23,7,6.99
6/4/23,13,6.88
6/4/23,15,6.59
6/4/23,17,6.99
6/4/23,19,5.24
6/4/23,25,4.97
6/4/23,83,6.65
6/4/23,152,6.24
6/4/23,79,7.99
6/4/23,206,7.99
6/4/23,210,5.79
6/4/23,133,5.79
6/4/23,260,4.69
6/4/23,262,13.76
6/4/23,171,5.59
6/4/23,336,5.49
6/4/23,185,7.99
6/4/23,398,6.88
6/4/23,206,3.54
6/4/23,267,7.63
6/4/23,522,6.24
6/4/23,525,7.08
6/4/23,271,7.63
6/4/23,272,8.89
6/4/23,273,4.99
6/4/23,583,5.99
6/4/23,302,5.04
6/4/23,332,6.88
6/4/23,335,6.89
6/4/23,657,6.89
6/4/23,340,6.89
6/4/23,76,5.99
6/4/23,717,7.63
6/4/23,373,3.5
6/4/23,773,17.69
6/4/23,430,13.76
6/4/23,841,8.89
6/4/23,432,6.59
6/4/23,843,5.79
6/4/23,847,6.99
6/4/23,470,6.88
6/4/23,961,13.08
6/4/23,969,7.63
6/4/23,500,3.5
6/4/23,971,5.99
6/4/23,1027,7.99
6/4/23,1029,5.04
6/4/23,532,7.63
6/4/23,1035,7.19
6/4/23,1055,6.99
6/4/23,1086,6.88
6/4/23,562,12.48
6/4/23,1090,6.39
6/4/23,564,7.99
6/4/23,565,7.99
6/4/23,570,8.28
6/4/23,600,6.99
6/4/23,602,14.48
6/4/23,1220,7.99
6/4/23,635,3.5
6/4/23,668,4.74
6/4/23,673,7.63
6/4/23,1296,5.24
6/4/23,710,7.53
6/4/23,711,4.74
6/4/23,713,5.99
6/4/23,742,4.84
6/4/23,1427,7.63
6/4/23,746,6.88
6/4/23,1431,6.39
6/4/23,776,4.24
6/4/23,778,6.99
6/4/23,1609,7.39
6/4/23,846,5.24
6/4/23,1611,7.63
6/4/23,1615,6.24
6/4/23,850,8.58
6/4/23,1619,6.39
6/4/23,888,6.59
6/4/23,1691,6.89
6/4/23,889,8.99
6/4/23,893,13.76
6/4/23,1748,16.09
6/4/23,1792,6.99
6/4/23,1794,16.09
6/4/23,969,18.39
6/4/23,1836,6.99
6/4/23,1840,6.65
6/4/23,1842,3.5
6/4/23,996,6.99
6/4/23,998,3.5
6/4/23,1925,7.99
6/4/23,1935,3.5
6/4/23,1058,17.79
6/4/23,1995,4.97
6/4/23,1061,5.79
6/4/23,2011,4.22
6/4/23,2049,6.99
6/4/23,2057,4.04
6/4/23,1092,5.85
6/4/23,1122,6.99
6/4/23,2115,7.63
6/4/23,1157,4.99
6/4/23,2178,4.99
6/4/23,1158,3.5
6/4/23,2182,3.5
6/4/23,1161,5.79
6/4/23,1191,3.5
6/4/23,1199,4.69
6/4/23,2269,5.99
6/4/23,1232,3.5
6/4/23,1233,7.99
6/4/23,1234,5.04
6/4/23,184,15.26
6/4/23,2368,4.22
6/4/23,1266,7.34
6/4/23,2378,6.09
6/4/23,1270,5.55
6/4/23,2429,6.88
6/4/23,2443,13.76
6/4/23,1329,6.99
6/4/23,2501,7.63
6/4/23,1361,5.22
6/4/23,1364,6.88
6/4/23,2602,7.63
6/4/23,1394,7.63
6/4/23,1396,5.79
6/4/23,1398,6.99
6/4/23,2613,5.22
6/4/23,2657,6.99
6/4/23,2665,13.08
6/4/23,1456,4.22
6/4/23,1457,4.97
6/4/23,1458,6.89
6/4/23,2712,6.24
6/4/23,1459,5.55
6/4/23,1460,4.22
6/4/23,2723,3.54
6/4/23,2769,16.09
6/4/23,1493,11.98
6/4/23,2773,7.29
6/4/23,1495,6.88
6/4/23,2781,6.24
6/4/23,1519,7.99
6/4/23,1521,4.49
6/4/23,2834,6.88
6/4/23,1529,5
6/4/23,1552,7.63
6/4/23,2876,26.46
6/4/23,1556,6.09
6/4/23,2886,5.99
6/4/23,2942,4.22
6/4/23,2946,7.63
6/4/23,2952,5.24
6/4/23,2959,7.63
6/4/23,2519,7.99
6/4/23,1629,6.59
6/4/23,3011,4.99
6/4/23,3013,8.09
6/4/23,1631,7.19
6/4/23,3015,7.63
6/4/23,1640,3.5
6/4/23,3031,7.99
6/4/23,3070,3.54
6/4/23,1667,6.89
6/4/23,1695,7.49
6/4/23,3127,4.24
6/4/23,3129,3.54
6/4/23,3131,6.39
6/4/23,1702,7.63
6/4/23,1730,3.5
6/4/23,3232,5.94
6/4/23,1763,3.5
6/4/23,1126,13.76
6/4/23,1792,3.5
6/4/23,1335,12.48
6/4/23,1794,5.24
6/4/23,1795,3.5
6/4/23,3296,4.74
6/4/23,1798,6.88
6/4/23,3300,6.88
6/4/23,1802,20.39
6/4/23,3308,7.63
6/4/23,3347,4.22
6/4/23,3357,6.99
6/4/23,1864,13.76
6/4/23,2300,18.39
6/4/23,1894,11.58
6/4/23,1895,4.47
6/4/23,3469,4.22
6/4/23,1896,6.88
6/4/23,3475,5.64
6/4/23,1907,7.63
6/4/23,3524,6.89
6/4/23,1928,4.99
6/4/23,3532,6.99
6/4/23,3580,6.82
6/4/23,1981,4.97
6/4/23,1985,3.5
6/4/23,3629,6.09
6/4/23,1987,4.22
6/4/23,2014,6.59
6/4/23,2015,5.79
6/4/23,3682,5.99
6/4/23,2017,4.47
6/4/23,2018,5.22
6/4/23,3689,5.24
6/4/23,3750,4.23
6/4/23,3754,5.24
6/4/23,2088,7.63
6/4/23,2091,5.19
6/4/23,2092,8.09
6/4/23,2096,6.88
6/4/23,3824,7.63
6/4/23,3826,6.88
6/4/23,2098,6.24
6/4/23,3828,6.99
6/4/23,2104,5.94
6/5/23,9,12.28
6/5/23,6,3.5
6/5/23,11,4.24
6/5/23,8,5.99
6/5/23,9,5.24
6/5/23,81,5.94
6/5/23,104,5.99
6/5/23,204,5.84
6/5/23,108,5.99
6/5/23,214,5.19
6/5/23,258,6.69
6/5/23,134,7.59
6/5/23,135,3.5
6/5/23,138,3.5
6/5/23,174,17.69
6/5/23,345,3.54
6/5/23,180,5.99
6/5/23,210,7.39
6/5/23,242,3.54
6/5/23,473,4.69
6/5/23,475,6.99
6/5/23,518,33.88
6/5/23,529,3.5
6/5/23,593,5.79
6/5/23,338,7.63
6/5/23,658,6.88
6/5/23,668,6.99
6/5/23,787,6.99
6/5/23,837,7.04
6/5/23,443,6.39
6/5/23,865,3.5
6/5/23,449,6.88
6/5/23,463,7.99
6/5/23,467,14
6/5/23,967,6.24
6/5/23,499,20.39
6/5/23,533,4.84
6/5/23,1091,5.84
6/5/23,1097,6.24
6/5/23,431,6.84
6/5/23,1162,6.24
6/5/23,633,17.29
6/5/23,634,4.99
6/5/23,638,7.53
6/5/23,1239,3.54
6/5/23,1288,13.76
6/5/23,1290,5.24
6/5/23,674,6.49
6/5/23,1300,4.69
6/5/23,1302,6.89
6/5/23,1368,5.04
6/5/23,1374,6.59
6/5/23,745,7.63
6/5/23,748,3.5
6/5/23,1435,12.48
6/5/23,780,7.39
6/5/23,781,6.99
6/5/23,1494,3.5
6/5/23,1566,4.22
6/5/23,848,6.99
6/5/23,851,6.99
6/5/23,1621,4.49
6/5/23,860,5.79
6/5/23,1752,7.53
6/5/23,859,4.99
6/5/23,946,5.99
6/5/23,997,13.78
6/5/23,1933,8.99
6/5/23,2059,5.99
6/5/23,1093,5.29
6/5/23,2063,6.94
6/5/23,2119,6.89
6/5/23,1159,13.78
6/5/23,2186,7.63
6/5/23,2188,4.24
6/5/23,1163,7.99
6/5/23,1194,5.22
6/5/23,2251,4.74
6/5/23,2253,4.97
6/5/23,2255,6.09
6/5/23,2257,5.79
6/5/23,2318,18.24
6/5/23,1236,3.5
6/5/23,1239,5.99
6/5/23,2332,3.5
6/5/23,1250,7.63
6/5/23,1264,12.48
6/5/23,1292,3.5
6/5/23,2426,4.47
6/5/23,1296,5.79
6/5/23,1299,6.99
6/5/23,1305,5.94
6/5/23,2487,3.54
6/5/23,2489,5.99
6/5/23,1332,6.88
6/5/23,1351,6.88
6/5/23,1363,6.99
6/5/23,2611,18.79
6/5/23,1430,18.99
6/5/23,1454,4.29
6/5/23,2767,6.99
6/5/23,2775,17.29
6/5/23,2105,5.99
6/5/23,2816,7.99
6/5/23,1525,12.28
6/5/23,2880,5.59
6/5/23,1558,6.99
6/5/23,2888,7.63
6/5/23,1562,3.5
6/5/23,2954,7.89
6/5/23,1598,7.49
6/5/23,3007,5.22
6/5/23,1634,5.99
6/5/23,3071,4.99
6/5/23,1668,4.61
6/5/23,1669,5.64
6/5/23,1694,4.69
6/5/23,3123,7.59
6/5/23,1696,3.5
6/5/23,1699,6.99
6/5/23,1331,36.95
6/5/23,3238,3.5
6/5/23,1765,12.48
6/5/23,1772,6.24
6/5/23,3282,3.5
6/5/23,3302,9.98
6/5/23,1800,6.24
6/5/23,3361,4.29
6/5/23,1835,6.29
6/5/23,3411,6.89
6/5/23,1865,18.99
6/5/23,1866,5.19
6/5/23,1867,5.04
6/5/23,1869,5.22
6/5/23,1897,4.74
6/5/23,1898,7.99
6/5/23,3530,5.99
6/5/23,2680,6.99
6/5/23,1957,6.24
6/5/23,1976,6.99
6/5/23,1986,6.99
6/5/23,3635,19.09
6/5/23,2013,6.99
6/5/23,926,4.99
6/5/23,3683,7.83
6/5/23,2054,7.63
6/5/23,2055,7.63
6/5/23,3756,5.22
6/5/23,2058,4.47
6/5/23,2062,6.99
6/6/23,5,6.89
6/6/23,7,4.97
6/6/23,29,6.99
6/6/23,91,4.47
6/6/23,111,6.99
6/6/23,162,11.56
6/6/23,105,6.99
6/6/23,107,13.76
6/6/23,216,5.99
6/6/23,132,7
6/6/23,268,7.24
6/6/23,208,6.99
6/6/23,410,6.99
6/6/23,243,6.99
6/6/23,268,88.45
6/6/23,277,17.69
6/6/23,546,4.49
6/6/23,301,7.53
6/6/23,303,4.24
6/6/23,591,5.22
6/6/23,337,37.98
6/6/23,664,6.88
6/6/23,345,5.99
6/6/23,781,6.09
6/6/23,431,12.48
6/6/23,433,7.63
6/6/23,845,5.64
6/6/23,434,5.99
6/6/23,849,7.08
6/6/23,901,7
6/6/23,464,7.99
6/6/23,466,6.89
6/6/23,908,4.22
6/6/23,910,4.23
6/6/23,471,11.28
6/6/23,965,4.49
6/6/23,973,3.54
6/6/23,1037,7.63
6/6/23,563,7.63
6/6/23,1095,7.63
6/6/23,566,5.22
6/6/23,567,7.63
6/6/23,1158,6.54
6/6/23,1168,3.5
6/6/23,606,5.79
6/6/23,1226,15.99
6/6/23,1233,7.69
6/6/23,643,4.97
6/6/23,672,6.99
6/6/23,712,17.69
6/6/23,1376,6.99
6/6/23,716,7.63
6/6/23,1430,7.69
6/6/23,747,7.63
6/6/23,1490,6.54
6/6/23,852,6.99
6/6/23,1627,6.48
6/6/23,1629,3.5
6/6/23,1694,7.49
6/6/23,1750,3.5
6/6/23,925,6.89
6/6/23,1759,4.22
6/6/23,1761,7.63
6/6/23,945,3.5
6/6/23,971,6.99
6/6/23,973,4.97
6/6/23,1844,5.89
6/6/23,974,6.24
6/6/23,1846,12.38
6/6/23,26,3.5
6/6/23,1884,3.5
6/6/23,1000,7.63
6/6/23,1029,3.5
6/6/23,1939,17.69
6/6/23,1945,6.54
6/6/23,1066,3.5
6/6/23,1095,5.79
6/6/23,2067,6.99
6/6/23,1097,5.04
6/6/23,2073,7.63
6/6/23,2117,4.99
6/6/23,1162,8.48
6/6/23,1169,3.59
6/6/23,2211,5.34
6/6/23,1200,18.99
6/6/23,2322,6.88
6/6/23,1238,17.69
6/6/23,2330,8.28
6/6/23,2385,5.84
6/6/23,1454,13.88
6/6/23,288,5.99
6/6/23,1297,6.99
6/6/23,2431,6.59
6/6/23,1324,12.48
6/6/23,2479,5.34
6/6/23,1328,6.24
6/6/23,1330,3.43
6/6/23,2499,6.99
6/6/23,2554,4.22
6/6/23,1566,4.97
6/6/23,2178,4.99
6/6/23,2664,7.63
6/6/23,2667,6.89
6/6/23,1436,6.69
6/6/23,1453,3.5
6/6/23,1462,3.5
6/6/23,1366,9.98
6/6/23,1494,5.44
6/6/23,2814,7.53
6/6/23,1526,5.49
6/6/23,2831,6.39
6/6/23,2845,4.99
6/6/23,2884,7.49
6/6/23,1559,3.54
6/6/23,1560,3.5
6/6/23,1597,8.99
6/6/23,1632,3.5
6/6/23,3022,5.79
6/6/23,3074,6.65
6/6/23,3137,7.63
6/6/23,1733,5.79
6/6/23,1737,6.88
6/6/23,1764,5.44
6/6/23,1197,7.08
6/6/23,1767,6.24
6/6/23,1797,6.88
6/6/23,1799,6.99
6/6/23,3304,6.59
6/6/23,1806,6.99
6/6/23,74,7
6/6/23,1814,5.79
6/6/23,3364,5.29
6/6/23,3408,5.79
6/6/23,3413,18.99
6/6/23,3422,6.69
6/6/23,3473,2.84
6/6/23,3534,4.29
6/6/23,3583,3.5
6/6/23,1962,7.63
6/6/23,3680,5.79
6/6/23,2026,3.5
6/6/23,3752,6.99
6/6/23,3761,3.5
6/6/23,3818,17.69
6/7/23,42,4.69
6/7/23,85,7.63
6/7/23,46,4.99
6/7/23,47,4.24
6/7/23,97,7.63
6/7/23,78,6.88
6/7/23,154,8.44
6/7/23,156,5.99
6/7/23,158,7.63
6/7/23,81,6.88
6/7/23,160,6.88
6/7/23,264,12.48
6/7/23,137,51.87
6/7/23,140,7.63
6/7/23,273,4.99
6/7/23,141,13.63
6/7/23,342,7.63
6/7/23,211,6.99
6/7/23,244,5.44
6/7/23,477,4.24
6/7/23,270,12.48
6/7/23,307,5.29
6/7/23,310,5.29
6/7/23,371,5.24
6/7/23,372,7.63
6/7/23,723,9.48
6/7/23,399,6.48
6/7/23,400,3.99
6/7/23,857,4.99
6/7/23,468,5.04
6/7/23,475,4.99
6/7/23,503,6.88
6/7/23,1166,4.59
6/7/23,1231,6.89
