DATE,USER_ID,AD_SPEND
6/3/23,1833,5.02
6/3/23,3363,4.12
6/3/23,1861,4.57
6/3/23,1863,5.72
6/3/23,3418,4.12
6/3/23,1924,3.67
6/3/23,3526,4.42
6/3/23,1926,4.57
6/3/23,3574,4.04
6/3/23,1956,13.79
6/3/23,1980,5.24
6/3/23,3620,3.74
6/3/23,1982,5.25
6/3/23,1983,3.17
6/3/23,2010,4.68
6/3/23,2011,7.11
6/3/23,2016,3.82
6/3/23,2048,3.93
6/3/23,2049,5.99
6/3/23,2050,3.78
6/3/23,2053,3.78
6/3/23,2087,5.16
6/3/23,3812,5.72
6/3/23,3816,5.47
6/3/23,2094,5.24
6/3/23,3820,3.82
6/3/23,3822,3.52
6/4/23,7,5.24
6/4/23,13,5.16
6/4/23,15,4.94
6/4/23,17,5.24
6/4/23,19,3.93
6/4/23,25,3.73
6/4/23,83,4.99
6/4/23,152,4.68
6/4/23,79,5.99
6/4/23,206,5.99
6/4/23,210,4.34
6/4/23,133,4.34
6/4/23,260,3.52
6/4/23,262,10.32
6/4/23,171,4.19
6/4/23,336,4.12
6/4/23,185,5.99
6/4/23,398,5.16
6/4/23,206,2.66
6/4/23,267,5.72
6/4/23,522,4.68
6/4/23,525,5.31
6/4/23,271,5.72
6/4/23,272,6.67
6/4/23,273,3.74
6/4/23,583,4.49
6/4/23,302,3.78
6/4/23,332,5.16
6/4/23,335,5.17
6/4/23,657,5.17
6/4/23,340,5.17
6/4/23,76,4.49
6/4/23,717,5.72
6/4/23,373,2.63
6/4/23,773,13.27
6/4/23,430,10.32
6/4/23,841,6.67
6/4/23,432,4.94
6/4/23,843,4.34
6/4/23,847,5.24
6/4/23,470,5.16
6/4/23,961,9.81
6/4/23,969,5.72
6/4/23,500,2.63
6/4/23,971,4.49
6/4/23,1027,5.99
6/4/23,1029,3.78
6/4/23,532,5.72
6/4/23,1035,5.39
6/4/23,1055,5.24
6/4/23,1086,5.16
6/4/23,562,9.36
6/4/23,1090,4.79
6/4/23,564,5.99
6/4/23,565,5.99
6/4/23,570,6.21
6/4/23,600,5.24
6/4/23,602,10.86
6/4/23,1220,5.99
6/4/23,635,2.63
6/4/23,668,3.56
6/4/23,673,5.72
6/4/23,1296,3.93
6/4/23,710,5.65
6/4/23,711,3.56
6/4/23,713,4.49
6/4/23,742,3.63
6/4/23,1427,5.72
6/4/23,746,5.16
6/4/23,1431,4.79
6/4/23,776,3.18
6/4/23,778,5.24
6/4/23,1609,5.54
6/4/23,846,3.93
6/4/23,1611,5.72
6/4/23,1615,4.68
6/4/23,850,6.44
6/4/23,1619,4.79
6/4/23,888,4.94
6/4/23,1691,5.17
6/4/23,889,6.74
6/4/23,893,10.32
6/4/23,1748,12.07
6/4/23,1792,5.24
6/4/23,1794,12.07
6/4/23,969,13.79
6/4/23,1836,5.24
6/4/23,1840,4.99
6/4/23,1842,2.63
6/4/23,996,5.24
6/4/23,998,2.63
6/4/23,1925,5.99
6/4/23,1935,2.63
6/4/23,1058,13.34
6/4/23,1995,3.73
6/4/23,1061,4.34
6/4/23,2011,3.17
6/4/23,2049,5.24
6/4/23,2057,3.03
6/4/23,1092,4.39
6/4/23,1122,5.24
6/4/23,2115,5.72
6/4/23,1157,3.74
6/4/23,2178,3.74
6/4/23,1158,2.63
6/4/23,2182,2.63
6/4/23,1161,4.34
6/4/23,1191,2.63
6/4/23,1199,3.52
6/4/23,2269,4.49
6/4/23,1232,2.63
6/4/23,1233,5.99
6/4/23,1234,3.78
6/4/23,184,11.45
6/4/23,2368,3.17
6/4/23,1266,5.51
6/4/23,2378,4.57
6/4/23,1270,4.16
6/4/23,2429,5.16
6/4/23,2443,10.32
6/4/23,1329,5.24
6/4/23,2501,5.72
6/4/23,1361,3.92
6/4/23,1364,5.16
6/4/23,2602,5.72
6/4/23,1394,5.72
6/4/23,1396,4.34
6/4/23,1398,5.24
6/4/23,2613,3.92
6/4/23,2657,5.24
6/4/23,2665,9.81
6/4/23,1456,3.17
6/4/23,1457,3.73
6/4/23,1458,5.17
6/4/23,2712,4.68
6/4/23,1459,4.16
6/4/23,1460,3.17
6/4/23,2723,2.66
6/4/23,2769,12.07
6/4/23,1493,8.99
6/4/23,2773,5.47
6/4/23,1495,5.16
6/4/23,2781,4.68
6/4/23,1519,5.99
6/4/23,1521,3.37
6/4/23,2834,5.16
6/4/23,1529,3.75
6/4/23,1552,5.72
6/4/23,2876,19.85
6/4/23,1556,4.57
6/4/23,2886,4.49
6/4/23,2942,3.17
6/4/23,2946,5.72
6/4/23,2952,3.93
6/4/23,2959,5.72
6/4/23,2519,5.99
6/4/23,1629,4.94
6/4/23,3011,3.74
6/4/23,3013,6.07
6/4/23,1631,5.39
6/4/23,3015,5.72
6/4/23,1640,2.63
6/4/23,3031,5.99
6/4/23,3070,2.66
6/4/23,1667,5.17
6/4/23,1695,5.62
6/4/23,3127,3.18
6/4/23,3129,2.66
6/4/23,3131,4.79
6/4/23,1702,5.72
6/4/23,1730,2.63
6/4/23,3232,4.46
6/4/23,1763,2.63
6/4/23,1126,10.32
6/4/23,1792,2.63
6/4/23,1335,9.36
6/4/23,1794,3.93
6/4/23,1795,2.63
6/4/23,3296,3.56
6/4/23,1798,5.16
6/4/23,3300,5.16
6/4/23,1802,15.29
6/4/23,3308,5.72
6/4/23,3347,3.17
6/4/23,3357,5.24
6/4/23,1864,10.32
6/4/23,2300,13.79
6/4/23,1894,8.69
6/4/23,1895,3.35
6/4/23,3469,3.17
6/4/23,1896,5.16
6/4/23,3475,4.23
6/4/23,1907,5.72
6/4/23,3524,5.17
6/4/23,1928,3.74
6/4/23,3532,5.24
6/4/23,3580,5.12
6/4/23,1981,3.73
6/4/23,1985,2.63
6/4/23,3629,4.57
6/4/23,1987,3.17
6/4/23,2014,4.94
6/4/23,2015,4.34
6/4/23,3682,4.49
6/4/23,2017,3.35
6/4/23,2018,3.92
6/4/23,3689,3.93
6/4/23,3750,3.17
6/4/23,3754,3.93
6/4/23,2088,5.72
6/4/23,2091,3.89
6/4/23,2092,6.07
6/4/23,2096,5.16
6/4/23,3824,5.72
6/4/23,3826,5.16
6/4/23,2098,4.68
6/4/23,3828,5.24
6/4/23,2104,4.46
6/5/23,9,9.21
6/5/23,6,2.63
6/5/23,11,3.18
6/5/23,8,4.49
6/5/23,9,3.93
6/5/23,81,4.46
6/5/23,104,4.49
6/5/23,204,4.38
6/5/23,108,4.49
6/5/23,214,3.89
6/5/23,258,5.02
6/5/23,134,5.69
6/5/23,135,2.63
6/5/23,138,2.63
6/5/23,174,13.27
6/5/23,345,2.66
6/5/23,180,4.49
6/5/23,210,5.54
6/5/23,242,2.66
6/5/23,473,3.52
6/5/23,475,5.24
6/5/23,518,25.41
6/5/23,529,2.63
6/5/23,593,4.34
6/5/23,338,5.72
6/5/23,658,5.16
6/5/23,668,5.24
6/5/23,787,5.24
6/5/23,837,5.28
6/5/23,443,4.79
6/5/23,865,2.63
6/5/23,449,5.16
6/5/23,463,5.99
6/5/23,467,10.5
6/5/23,967,4.68
6/5/23,499,15.29
6/5/23,533,3.63
6/5/23,1091,4.38
6/5/23,1097,4.68
6/5/23,431,5.13
6/5/23,1162,4.68
6/5/23,633,12.97
6/5/23,634,3.74
6/5/23,638,5.65
6/5/23,1239,2.66
6/5/23,1288,10.32
6/5/23,1290,3.93
6/5/23,674,4.87
6/5/23,1300,3.52
6/5/23,1302,5.17
6/5/23,1368,3.78
6/5/23,1374,4.94
6/5/23,745,5.72
6/5/23,748,2.63
6/5/23,1435,9.36
6/5/23,780,5.54
6/5/23,781,5.24
6/5/23,1494,2.63
6/5/23,1566,3.17
6/5/23,848,5.24
6/5/23,851,5.24
6/5/23,1621,3.37
6/5/23,860,4.34
6/5/23,1752,5.65
6/5/23,859,3.74
6/5/23,946,4.49
6/5/23,997,10.34
6/5/23,1933,6.74
6/5/23,2059,4.49
6/5/23,1093,3.97
6/5/23,2063,5.21
6/5/23,2119,5.17
6/5/23,1159,10.34
6/5/23,2186,5.72
6/5/23,2188,3.18
6/5/23,1163,5.99
6/5/23,1194,3.92
6/5/23,2251,3.56
6/5/23,2253,3.73
6/5/23,2255,4.57
6/5/23,2257,4.34
6/5/23,2318,13.68
6/5/23,1236,2.63
6/5/23,1239,4.49
6/5/23,2332,2.63
6/5/23,1250,5.72
6/5/23,1264,9.36
6/5/23,1292,2.63
6/5/23,2426,3.35
6/5/23,1296,4.34
6/5/23,1299,5.24
6/5/23,1305,4.46
6/5/23,2487,2.66
6/5/23,2489,4.49
6/5/23,1332,5.16
6/5/23,1351,5.16
6/5/23,1363,5.24
6/5/23,2611,14.09
6/5/23,1430,14.24
6/5/23,1454,3.22
6/5/23,2767,5.24
6/5/23,2775,12.97
6/5/23,2105,4.49
6/5/23,2816,5.99
6/5/23,1525,9.21
6/5/23,2880,4.19
6/5/23,1558,5.24
6/5/23,2888,5.72
6/5/23,1562,2.63
6/5/23,2954,5.92
6/5/23,1598,5.62
6/5/23,3007,3.92
6/5/23,1634,4.49
6/5/23,3071,3.74
6/5/23,1668,3.46
6/5/23,1669,4.23
6/5/23,1694,3.52
6/5/23,3123,5.69
6/5/23,1696,2.63
6/5/23,1699,5.24
6/5/23,1331,27.71
6/5/23,3238,2.63
6/5/23,1765,9.36
6/5/23,1772,4.68
6/5/23,3282,2.63
6/5/23,3302,7.49
6/5/23,1800,4.68
6/5/23,3361,3.22
6/5/23,1835,4.72
6/5/23,3411,5.17
6/5/23,1865,14.24
6/5/23,1866,3.89
6/5/23,1867,3.78
6/5/23,1869,3.92
6/5/23,1897,3.56
6/5/23,1898,5.99
6/5/23,3530,4.49
6/5/23,2680,5.24
6/5/23,1957,4.68
6/5/23,1976,5.24
6/5/23,1986,5.24
6/5/23,3635,14.32
6/5/23,2013,5.24
6/5/23,926,3.74
6/5/23,3683,5.87
6/5/23,2054,5.72
6/5/23,2055,5.72
6/5/23,3756,3.92
6/5/23,2058,3.35
6/5/23,2062,5.24
6/6/23,5,5.17
6/6/23,7,3.73
6/6/23,29,5.24
6/6/23,91,3.35
6/6/23,111,5.24
6/6/23,162,8.67
6/6/23,105,5.24
6/6/23,107,10.32
6/6/23,216,4.49
6/6/23,132,5.25
6/6/23,268,5.43
6/6/23,208,5.24
6/6/23,410,5.24
6/6/23,243,5.24
6/6/23,268,66.34
6/6/23,277,13.27
6/6/23,546,3.37
6/6/23,301,5.65
6/6/23,303,3.18
6/6/23,591,3.92
6/6/23,337,28.49
6/6/23,664,5.16
6/6/23,345,4.49
6/6/23,781,4.57
6/6/23,431,9.36
6/6/23,433,5.72
6/6/23,845,4.23
6/6/23,434,4.49
6/6/23,849,5.31
6/6/23,901,5.25
6/6/23,464,5.99
6/6/23,466,5.17
6/6/23,908,3.17
6/6/23,910,3.17
6/6/23,471,8.46
6/6/23,965,3.37
6/6/23,973,2.66
6/6/23,1037,5.72
6/6/23,563,5.72
6/6/23,1095,5.72
6/6/23,566,3.92
6/6/23,567,5.72
6/6/23,1158,4.91
6/6/23,1168,2.63
6/6/23,606,4.34
6/6/23,1226,11.99
6/6/23,1233,5.77
6/6/23,643,3.73
6/6/23,672,5.24
6/6/23,712,13.27
6/6/23,1376,5.24
6/6/23,716,5.72
6/6/23,1430,5.77
6/6/23,747,5.72
6/6/23,1490,4.91
6/6/23,852,5.24
6/6/23,1627,4.86
6/6/23,1629,2.63
6/6/23,1694,5.62
6/6/23,1750,2.63
6/6/23,925,5.17
6/6/23,1759,3.17
6/6/23,1761,5.72
6/6/23,945,2.63
6/6/23,971,5.24
6/6/23,973,3.73
6/6/23,1844,4.42
6/6/23,974,4.68
6/6/23,1846,9.29
6/6/23,26,2.63
6/6/23,1884,2.63
6/6/23,1000,5.72
6/6/23,1029,2.63
6/6/23,1939,13.27
6/6/23,1945,4.91
6/6/23,1066,2.63
6/6/23,1095,4.34
6/6/23,2067,5.24
6/6/23,1097,3.78
6/6/23,2073,5.72
6/6/23,2117,3.74
6/6/23,1162,6.36
6/6/23,1169,2.69
6/6/23,2211,4.01
6/6/23,1200,14.24
6/6/23,2322,5.16
6/6/23,1238,13.27
6/6/23,2330,6.21
6/6/23,2385,4.38
6/6/23,1454,10.41
6/6/23,288,4.49
6/6/23,1297,5.24
6/6/23,2431,4.94
6/6/23,1324,9.36
6/6/23,2479,4.01
6/6/23,1328,4.68
6/6/23,1330,2.57
6/6/23,2499,5.24
6/6/23,2554,3.17
6/6/23,1566,3.73
6/6/23,2178,3.74
6/6/23,2664,5.72
6/6/23,2667,5.17
6/6/23,1436,5.02
6/6/23,1453,2.63
6/6/23,1462,2.63
6/6/23,1366,7.49
6/6/23,1494,4.08
6/6/23,2814,5.65
6/6/23,1526,4.12
6/6/23,2831,4.79
6/6/23,2845,3.74
6/6/23,2884,5.62
6/6/23,1559,2.66
6/6/23,1560,2.63
6/6/23,1597,6.74
6/6/23,1632,2.63
6/6/23,3022,4.34
6/6/23,3074,4.99
6/6/23,3137,5.72
6/6/23,1733,4.34
6/6/23,1737,5.16
6/6/23,1764,4.08
6/6/23,1197,5.31
6/6/23,1767,4.68
6/6/23,1797,5.16
6/6/23,1799,5.24
6/6/23,3304,4.94
6/6/23,1806,5.24
6/6/23,74,5.25
6/6/23,1814,4.34
6/6/23,3364,3.97
6/6/23,3408,4.34
6/6/23,3413,14.24
6/6/23,3422,5.02
6/6/23,3473,2.13
6/6/23,3534,3.22
6/6/23,3583,2.63
6/6/23,1962,5.72
6/6/23,3680,4.34
6/6/23,2026,2.63
6/6/23,3752,5.24
6/6/23,3761,2.63
6/6/23,3818,13.27
6/7/23,42,3.52
6/7/23,85,5.72
6/7/23,46,3.74
6/7/23,47,3.18
6/7/23,97,5.72
6/7/23,78,5.16
6/7/23,154,6.33
6/7/23,156,4.49
6/7/23,158,5.72
6/7/23,81,5.16
6/7/23,160,5.16
6/7/23,264,9.36
6/7/23,137,38.9
6/7/23,140,5.72
6/7/23,273,3.74
6/7/23,141,10.22
6/7/23,342,5.72
6/7/23,211,5.24
6/7/23,244,4.08
6/7/23,477,3.18
6/7/23,270,9.36
6/7/23,307,3.97
6/7/23,310,3.97
6/7/23,371,3.93
6/7/23,372,5.72
6/7/23,723,7.11
6/7/23,399,4.86
6/7/23,400,2.99
6/7/23,857,3.74
6/7/23,468,3.78
6/7/23,475,3.74
